"entrez_id","ensembl_id","symbol"
"23597","ENSG00000123130","ACOT9"
"23598","ENSG00000100105","PATZ1"
"23600","ENSG00000242110","AMACR"
"23601","ENSG00000258227","CLEC5A"
"23603","ENSG00000110880","CORO1C"
"23604","ENSG00000035664","DAPK2"
"23607","ENSG00000198087","CD2AP"
"23608","ENSG00000133606","MKRN1"
"23609","ENSG00000075975","MKRN2"
"23612","ENSG00000174307","PHLDA3"
"23613","ENSG00000101040","ZMYND8"
"23614","ENSG00000290672","PPY2P"
"23615","ENSG00000290671","PYY2"
"23616","ENSG00000100092","SH3BP1"
"23617","ENSG00000206203","TSSK2"
"23619","ENSG00000269699","ZIM2"
"23620","ENSG00000169006","NTSR2"
"23621","ENSG00000186318","BACE1"
"23623","ENSG00000160753","RUSC1"
"23624","ENSG00000142273","CBLC"
"23625","ENSG00000176973","FAM89B"
"23626","ENSG00000054796","SPO11"
"23627","ENSG00000171864","PRND"
"23630","ENSG00000176076","KCNE5"
"23632","ENSG00000118298","CA14"
"23633","ENSG00000025800","KPNA6"
"23635","ENSG00000145687","SSBP2"
"23636","ENSG00000213024","NUP62"
"23637","ENSG00000011454","RABGAP1"
"23639","ENSG00000129295","DNAAF11"
"23640","ENSG00000133265","HSPBP1"
"23641","ENSG00000182195","LDOC1"
"23642","ENSG00000255717","SNHG1"
"23643","ENSG00000154589","LY96"
"23644","ENSG00000038358","EDC4"
"23645","ENSG00000087074","PPP1R15A"
"23646","ENSG00000105223","PLD3"
"23647","ENSG00000132254","ARFIP2"
"23648","ENSG00000157216","SSBP3"
"23649","ENSG00000014138","POLA2"
"23650","ENSG00000137699","TRIM29"
"23654","ENSG00000196576","PLXNB2"
"23657","ENSG00000151012","SLC7A11"
"23658","ENSG00000106355","LSM5"
"23659","ENSG00000103066","PLA2G15"
"23660","ENSG00000196652","ZKSCAN5"
"23666","ENSG00000290919","UBBP4"
"23670","ENSG00000135048","CEMIP2"
"23671","ENSG00000144339","TMEFF2"
"23673","ENSG00000117758","STX12"
"23676","ENSG00000091482","SMPX"
"23677","ENSG00000130147","SH3BP4"
"23678","ENSG00000104205","SGK3"
"23682","ENSG00000123892","RAB38"
"23683","ENSG00000115825","PRKD3"
"23704","ENSG00000152049","KCNE4"
"23705","ENSG00000182985","CADM1"
"23708","ENSG00000189369","GSPT2"
"23710","ENSG00000139112","GABARAPL1"
"23729","ENSG00000197417","SHPK"
"23731","ENSG00000106771","TMEM245"
"23732","ENSG00000260230","FRRS1L"
"23738","ENSG00000228212","OFD1P17"
"23741","ENSG00000255302","EID1"
"23742","ENSG00000185823","NPAP1"
"23743","ENSG00000132840","BHMT2"
"23746","ENSG00000129221","AIPL1"
"23749","ENSG00000236831","YME1L1P1"
"23753","ENSG00000128228","SDF2L1"
"23757","ENSG00000232226","ARSFP1"
"23759","ENSG00000100023","PPIL2"
"23760","ENSG00000180957","PITPNB"
"23761","ENSG00000241878","PISD"
"23762","ENSG00000184792","OSBP2"
"23764","ENSG00000185022","MAFF"
"23765","ENSG00000177663","IL17RA"
"23766","ENSG00000279980","GABARAPL3"
"23767","ENSG00000125848","FLRT3"
"23768","ENSG00000185070","FLRT2"
"23769","ENSG00000126500","FLRT1"
"23770","ENSG00000105701","FKBP8"
"23772","ENSG00000232254","CSF2RBP1"
"23774","ENSG00000100425","BRD1"
"23779","ENSG00000241484","ARHGAP8"
"23780","ENSG00000128335","APOL2"
"23781","ENSG00000232707","AP1B1P2"
"23782","ENSG00000290475","AP1B1P1"
"23784","ENSG00000198062","POTEH"
"23786","ENSG00000099968","BCL2L13"
"23787","ENSG00000137409","MTCH1"
"23788","ENSG00000109919","MTCH2"
"23788","ENSG00000285121","MTCH2"
"24137","ENSG00000090889","KIF4A"
"24138","ENSG00000152778","IFIT5"
"24139","ENSG00000125746","EML2"
"24140","ENSG00000068438","FTSJ1"
"24141","ENSG00000125869","LAMP5"
"24142","ENSG00000243477","NAA80"
"24144","ENSG00000100109","TFIP11"
"24145","ENSG00000110218","PANX1"
"24146","ENSG00000106404","CLDN15"
"24147","ENSG00000179431","FJX1"
"24148","ENSG00000101161","PRPF6"
"24149","ENSG00000171467","ZNF318"
"24150","ENSG00000183632","TP53TG3"
"25758","ENSG00000110427","KIAA1549L"
"25759","ENSG00000129946","SHC2"
"25763","ENSG00000187516","H2AP"
"25764","ENSG00000242028","HYPK"
"25766","ENSG00000110844","PRPF40B"
"25769","ENSG00000155886","SLC24A2"
"25770","ENSG00000100249","C22orf31"
"25771","ENSG00000054611","TBC1D22A"
"25774","ENSG00000276950","GSTT4"
"25774","ENSG00000281748","GSTT4"
"25775","ENSG00000128254","YWHAH-AS1"
"25776","ENSG00000100211","CBY1"
"25777","ENSG00000100242","SUN2"
"25778","ENSG00000133059","DSTYK"
"25780","ENSG00000152689","RASGRP3"
"25782","ENSG00000118873","RAB3GAP2"
"25786","ENSG00000273311","DGCR11"
"25788","ENSG00000197275","RAD54B"
"25789","ENSG00000105696","TMEM59L"
"25790","ENSG00000213085","CFAP45"
"25791","ENSG00000066248","NGEF"
"25792","ENSG00000148337","CIZ1"
"25793","ENSG00000100225","FBXO7"
"25794","ENSG00000186765","FSCN2"
"25796","ENSG00000130313","PGLS"
"25797","ENSG00000115828","QPCT"
"25798","ENSG00000164713","BRI3"
"25799","ENSG00000083812","ZNF324"
"25800","ENSG00000141424","SLC39A6"
"25801","ENSG00000115271","GCA"
"25802","ENSG00000163431","LMOD1"
"25803","ENSG00000124664","SPDEF"
"25804","ENSG00000130520","LSM4"
"25805","ENSG00000095739","BAMBI"
"25806","ENSG00000116035","VAX2"
"25807","ENSG00000100263","RHBDD3"
"25809","ENSG00000100271","TTLL1"
"25813","ENSG00000100347","SAMM50"
"25814","ENSG00000130638","ATXN10"
"25816","ENSG00000145779","TNFAIP8"
"25817","ENSG00000219438","TAFA5"
"25818","ENSG00000167754","KLK5"
"25819","ENSG00000151014","NOCT"
"25820","ENSG00000166233","ARIH1"
"25821","ENSG00000135297","MTO1"
"25822","ENSG00000137094","DNAJB5"
"25823","ENSG00000116176","TPSG1"
"25824","ENSG00000126432","PRDX5"
"25825","ENSG00000182240","BACE2"
"25826","ENSG00000202400","SNORD82"
"25827","ENSG00000153558","FBXL2"
"25828","ENSG00000100348","TXN2"
"25829","ENSG00000198792","TMEM184B"
"25830","ENSG00000130540","SULT4A1"
"25831","ENSG00000092148","HECTD1"
"25832","ENSG00000270629","NBPF14"
"25833","ENSG00000137709","POU2F3"
"25834","ENSG00000182050","MGAT4C"
"25834","ENSG00000283530","MGAT4C"
"25834","ENSG00000285137","MGAT4C"
"25836","ENSG00000164190","NIPBL"
"25837","ENSG00000167964","RAB26"
"25839","ENSG00000103051","COG4"
"25840","ENSG00000185432","TMT1A"
"25841","ENSG00000166016","ABTB2"
"25842","ENSG00000111875","ASF1A"
"25843","ENSG00000115540","MOB4"
"25844","ENSG00000137207","YIPF3"
"25845","ENSG00000188242","SLC9A3-OT1"
"25847","ENSG00000129055","ANAPC13"
"25849","ENSG00000169116","PARM1"
"25850","ENSG00000251247","ZNF345"
"25851","ENSG00000205356","TECPR1"
"25852","ENSG00000114098","ARMC8"
"25853","ENSG00000198876","DCAF12"
"25854","ENSG00000109794","FAM149A"
"25855","ENSG00000174744","BRMS1"
"25858","ENSG00000219435","CATSPERZ"
"25859","ENSG00000152931","PART1"
"25861","ENSG00000095397","WHRN"
"25862","ENSG00000164663","USP49"
"25864","ENSG00000248487","ABHD14A"
"25865","ENSG00000105287","PRKD2"
"25870","ENSG00000129103","SUMF2"
"25871","ENSG00000163608","NEPRO"
"25873","ENSG00000130255","RPL36"
"25874","ENSG00000143158","MPC2"
"25875","ENSG00000050426","LETMD1"
"25876","ENSG00000101222","SPEF1"
"25878","ENSG00000101825","MXRA5"
"25879","ENSG00000164934","DCAF13"
"25880","ENSG00000184857","TMEM186"
"25884","ENSG00000054938","CHRDL2"
"25885","ENSG00000068654","POLR1A"
"25886","ENSG00000164087","POC1A"
"25888","ENSG00000142528","ZNF473"
"25890","ENSG00000154175","ABI3BP"
"25891","ENSG00000149090","PAMR1"
"25893","ENSG00000162722","TRIM58"
"25894","ENSG00000196155","PLEKHG4"
"25895","ENSG00000123427","EEF1AKMT3"
"25896","ENSG00000143493","INTS7"
"25897","ENSG00000034677","RNF19A"
"25898","ENSG00000163743","RCHY1"
"25900","ENSG00000010295","IFFO1"
"25901","ENSG00000024862","CCDC28A"
"25902","ENSG00000120254","MTHFD1L"
"25903","ENSG00000162745","OLFML2B"
"25904","ENSG00000182973","CNOT10"
"25906","ENSG00000110200","ANAPC15"
"25907","ENSG00000249992","TMEM158"
"25909","ENSG00000153207","AHCTF1"
"25911","ENSG00000166171","DPCD"
"25912","ENSG00000143612","C1orf43"
"25913","ENSG00000128513","POT1"
"25914","ENSG00000176225","RTTN"
"25915","ENSG00000178057","NDUFAF3"
"25917","ENSG00000134077","THUMPD3"
"25920","ENSG00000188986","NELFB"
"25921","ENSG00000156599","ZDHHC5"
"25923","ENSG00000184743","ATL3"
"25924","ENSG00000170011","MYRIP"
"25925","ENSG00000198795","ZNF521"
"25926","ENSG00000130935","NOL11"
"25927","ENSG00000119865","CNRIP1"
"25928","ENSG00000171243","SOSTDC1"
"25929","ENSG00000082516","GEMIN5"
"25930","ENSG00000076201","PTPN23"
"25932","ENSG00000169504","CLIC4"
"25934","ENSG00000136783","NIPSNAP3A"
"25936","ENSG00000117697","NSL1"
"25937","ENSG00000018408","WWTR1"
"25938","ENSG00000129493","HEATR5A"
"25939","ENSG00000101347","SAMHD1"
"25940","ENSG00000119812","FAM98A"
"25941","ENSG00000134779","TPGS2"
"25942","ENSG00000169375","SIN3A"
"25943","ENSG00000088854","DNAAF9"
"25945","ENSG00000177707","NECTIN3"
"25946","ENSG00000161642","ZNF385A"
"25948","ENSG00000170852","KBTBD2"
"25949","ENSG00000117614","SYF2"
"25950","ENSG00000122481","RWDD3"
"25953","ENSG00000127838","PNKD"
"25956","ENSG00000075826","SEC31B"
"25957","ENSG00000132424","PNISR"
"25959","ENSG00000197256","KANK2"
"25960","ENSG00000020181","ADGRA2"
"25961","ENSG00000166321","NUDT13"
"25962","ENSG00000164944","VIRMA"
"25963","ENSG00000103978","TMEM87A"
"25966","ENSG00000157617","C2CD2"
"25970","ENSG00000178188","SH2B1"
"25972","ENSG00000115446","UNC50"
"25973","ENSG00000162396","PARS2"
"25974","ENSG00000132763","MMACHC"
"25975","ENSG00000198759","EGFL6"
"25976","ENSG00000163659","TIPARP"
"25977","ENSG00000089818","NECAP1"
"25978","ENSG00000083937","CHMP2B"
"25979","ENSG00000109016","DHRS7B"
"25980","ENSG00000131043","AAR2"
"25981","ENSG00000114841","DNAH1"
"25983","ENSG00000129460","NGDN"
"25984","ENSG00000108244","KRT23"
"25984","ENSG00000263309","KRT23"
"25987","ENSG00000182704","TSKU"
"25988","ENSG00000172273","HINFP"
"25989","ENSG00000140474","ULK3"
"25992","ENSG00000162804","SNED1"
"25994","ENSG00000181061","HIGD1A"
"25996","ENSG00000076043","REXO2"
"25998","ENSG00000005700","IBTK"
"25998","ENSG00000283068","IBTK"
"25999","ENSG00000105270","CLIP3"
"26000","ENSG00000169221","TBC1D10B"
"26001","ENSG00000108523","RNF167"
"26002","ENSG00000079931","MOXD1"
"26003","ENSG00000115806","GORASP2"
"26005","ENSG00000168014","C2CD3"
"26007","ENSG00000149476","TKFC"
"26009","ENSG00000036549","ZZZ3"
"26010","ENSG00000196141","SPATS2L"
"26011","ENSG00000149256","TENM4"
"26012","ENSG00000165802","NSMF"
"26013","ENSG00000185513","L3MBTL1"
"26015","ENSG00000103932","RPAP1"
"26017","ENSG00000105058","FAM32A"
"26018","ENSG00000144749","LRIG1"
"26019","ENSG00000151461","UPF2"
"26020","ENSG00000197324","LRP10"
"26022","ENSG00000006042","TMEM98"
"26024","ENSG00000106246","PTCD1"
"26025","ENSG00000253159","PCDHGA12"
"26027","ENSG00000162390","ACOT11"
"26030","ENSG00000126822","PLEKHG3"
"26031","ENSG00000070882","OSBPL3"
"26032","ENSG00000173705","SUSD5"
"26033","ENSG00000107518","ATRNL1"
"26034","ENSG00000074706","IPCEF1"
"26035","ENSG00000138604","GLCE"
"26036","ENSG00000112200","ZNF451"
"26037","ENSG00000197555","SIPA1L1"
"26038","ENSG00000116254","CHD5"
"26039","ENSG00000184402","SS18L1"
"26040","ENSG00000152217","SETBP1"
"26043","ENSG00000163960","UBXN7"
"26045","ENSG00000146006","LRRTM2"
"26046","ENSG00000198862","LTN1"
"26047","ENSG00000174469","CNTNAP2"
"26047","ENSG00000278728","CNTNAP2"
"26048","ENSG00000103199","ZNF500"
"26049","ENSG00000198780","FAM169A"
"26050","ENSG00000165300","SLITRK5"
"26051","ENSG00000101445","PPP1R16B"
"26052","ENSG00000197959","DNM3"
"26053","ENSG00000158321","AUTS2"
"26054","ENSG00000112701","SENP6"
"26056","ENSG00000135631","RAB11FIP5"
"26057","ENSG00000132466","ANKRD17"
"26058","ENSG00000204120","GIGYF2"
"26059","ENSG00000187672","ERC2"
"26060","ENSG00000157500","APPL1"
"26061","ENSG00000131373","HACL1"
"26063","ENSG00000242612","DECR2"
"26063","ENSG00000274296","DECR2"
"26064","ENSG00000039560","RAI14"
"26065","ENSG00000257103","LSM14A"
"26065","ENSG00000262860","LSM14A"
"26070","ENSG00000124915","MYRF-AS1"
"26071","ENSG00000203950","RTL8A"
"26073","ENSG00000004142","POLDIP2"
"26074","ENSG00000089101","CFAP61"
"26077","ENSG00000261439","GNAO1-AS1"
"26080","ENSG00000279516","FAM230C"
"26080","ENSG00000281252","FAM230C"
"26082","ENSG00000225930","LINC02249"
"26083","ENSG00000290404","TBC1D29P"
"26084","ENSG00000114790","ARHGEF26"
"26084","ENSG00000277101","ARHGEF26"
"26085","ENSG00000167759","KLK13"
"26086","ENSG00000160360","GPSM1"
"26088","ENSG00000100083","GGA1"
"26090","ENSG00000100997","ABHD12"
"26091","ENSG00000148634","HERC4"
"26092","ENSG00000143337","TOR1AIP1"
"26093","ENSG00000105321","CCDC9"
"26094","ENSG00000119599","DCAF4"
"26095","ENSG00000204179","PTPN20"
"26097","ENSG00000160679","CHTOP"
"26098","ENSG00000107938","EDRF1"
"26099","ENSG00000055070","SZRD1"
"26100","ENSG00000157954","WIPI2"
"26102","ENSG00000262075","DKFZP434A062"
"26103","ENSG00000148602","LRIT1"
"26108","ENSG00000171016","PYGO1"
"26112","ENSG00000198624","CCDC69"
"26115","ENSG00000170921","TANC2"
"26118","ENSG00000109046","WSB1"
"26119","ENSG00000157978","LDLRAP1"
"26121","ENSG00000105618","PRPF31"
"26121","ENSG00000274651","PRPF31"
"26121","ENSG00000275885","PRPF31"
"26121","ENSG00000275117","PRPF31"
"26121","ENSG00000277953","PRPF31"
"26121","ENSG00000276421","PRPF31"
"26121","ENSG00000274144","PRPF31"
"26121","ENSG00000274894","PRPF31"
"26121","ENSG00000277154","PRPF31"
"26121","ENSG00000277707","PRPF31"
"26122","ENSG00000135999","EPC2"
"26123","ENSG00000119977","TCTN3"
"26127","ENSG00000111790","FGFR1OP2"
"26128","ENSG00000198954","KIFBP"
"26130","ENSG00000165219","GAPVD1"
"26133","ENSG00000100991","TRPC4AP"
"26134","ENSG00000229419","RALGAPA1P1"
"26135","ENSG00000142864","SERBP1"
"26136","ENSG00000135269","TES"
"26137","ENSG00000181722","ZBTB20"
"26138","ENSG00000282106","LINC00588"
"26138","ENSG00000215117","LINC00588"
"26140","ENSG00000214021","TTLL3"
"26145","ENSG00000170604","IRF2BP1"
"26146","ENSG00000204104","TRAF3IP1"
"26147","ENSG00000119403","PHF19"
"26149","ENSG00000274349","ZNF658"
"26150","ENSG00000128408","RIBC2"
"26151","ENSG00000109065","NAT9"
"26152","ENSG00000130684","ZNF337"
"26153","ENSG00000066735","KIF26A"
"26154","ENSG00000144452","ABCA12"
"26155","ENSG00000188976","NOC2L"
"26156","ENSG00000171490","RSL1D1"
"26157","ENSG00000106560","GIMAP2"
"26160","ENSG00000138002","IFT172"
"26164","ENSG00000101181","MTG2"
"26165","ENSG00000276040","SPATA31A7"
"26166","ENSG00000132554","RGS22"
"26167","ENSG00000113209","PCDHB5"
"26168","ENSG00000161956","SENP3"
"26173","ENSG00000164880","INTS1"
"26175","ENSG00000153485","LYSET"
"26175","ENSG00000275947","LYSET"
"26184","ENSG00000203581","OR1F2P"
"26188","ENSG00000221888","OR1C1"
"26189","ENSG00000172150","OR1A2"
"26190","ENSG00000119402","FBXW2"
"26191","ENSG00000134242","PTPN22"
"26205","ENSG00000101216","GMEB2"
"26206","ENSG00000137098","SPAG8"
"26207","ENSG00000154217","PITPNC1"
"26211","ENSG00000213215","OR2F1"
"26211","ENSG00000284866","OR2F1"
"26212","ENSG00000124657","OR2B6"
"26219","ENSG00000239590","OR1J4"
"26220","ENSG00000273032","DGCR5"
"26224","ENSG00000005812","FBXL3"
"26225","ENSG00000162980","ARL5A"
"26226","ENSG00000230701","FBXW4P1"
"26227","ENSG00000092621","PHGDH"
"26228","ENSG00000035720","STAP1"
"26229","ENSG00000149541","B3GAT3"
"26230","ENSG00000146426","TIAM2"
"26231","ENSG00000125122","FBXL9P"
"26232","ENSG00000116661","FBXO2"
"26233","ENSG00000182325","FBXL6"
"26233","ENSG00000285442","FBXL6"
"26234","ENSG00000118564","FBXL5"
"26235","ENSG00000112234","FBXL4"
"26238","ENSG00000146521","LINC01558"
"26239","ENSG00000159455","LCE2B"
"26240","ENSG00000145945","FAM50B"
"26242","ENSG00000254576","OR4C1P"
"26245","ENSG00000171180","OR2M4"
"26246","ENSG00000203663","OR2L2"
"26247","ENSG00000224227","OR2L1P"
"26248","ENSG00000171133","OR2K2"
"26249","ENSG00000146021","KLHL3"
"26251","ENSG00000178342","KCNG2"
"26253","ENSG00000166523","CLEC4E"
"26254","ENSG00000188770","OPTC"
"26255","ENSG00000213005","PTTG3P"
"26256","ENSG00000154040","CABYR"
"26257","ENSG00000136327","NKX2-8"
"26258","ENSG00000104164","BLOC1S6"
"26259","ENSG00000174989","FBXW8"
"26260","ENSG00000147364","FBXO25"
"26261","ENSG00000106336","FBXO24"
"26262","ENSG00000048140","TSPAN17"
"26263","ENSG00000167196","FBXO22"
"26266","ENSG00000164707","SLC13A4"
"26267","ENSG00000147912","FBXO10"
"26268","ENSG00000112146","FBXO9"
"26269","ENSG00000164117","FBXO8"
"26270","ENSG00000116663","FBXO6"
"26271","ENSG00000112029","FBXO5"
"26272","ENSG00000151876","FBXO4"
"26273","ENSG00000110429","FBXO3"
"26275","ENSG00000198130","HIBCH"
"26276","ENSG00000184056","VPS33B"
"26277","ENSG00000092330","TINF2"
"26277","ENSG00000284915","TINF2"
"26278","ENSG00000151835","SACS"
"26279","ENSG00000117215","PLA2G2D"
"26280","ENSG00000189108","IL1RAPL2"
"26281","ENSG00000078579","FGF20"
"26284","ENSG00000132591","ERAL1"
"26285","ENSG00000156282","CLDN17"
"26286","ENSG00000242247","ARFGAP3"
"26287","ENSG00000165887","ANKRD2"
"26289","ENSG00000154027","AK5"
"26290","ENSG00000130035","GALNT8"
"26291","ENSG00000105550","FGF21"
"26292","ENSG00000214114","MYCBP"
"26297","ENSG00000129158","SERGEF"
"26298","ENSG00000135373","EHF"
"26301","ENSG00000148288","GBGT1"
"26307","ENSG00000249504","PCDHA14"
"26330","ENSG00000105679","GAPDHS"
"26333","ENSG00000185385","OR7A17"
"26338","ENSG00000205030","OR5L2"
"26339","ENSG00000232382","OR5K1"
"26341","ENSG00000231192","OR5H1"
"26353","ENSG00000152137","HSPB8"
"26354","ENSG00000163938","GNL3"
"26355","ENSG00000114023","FAM162A"
"26468","ENSG00000106852","LHX6"
"26469","ENSG00000072135","PTPN18"
"26470","ENSG00000174938","SEZ6L2"
"26471","ENSG00000176046","NUPR1"
"26472","ENSG00000173457","PPP1R14B"
"26476","ENSG00000196184","OR10J1"
"26492","ENSG00000181214","OR8G2P"
"26493","ENSG00000197125","OR8B8"
"26494","ENSG00000197849","OR8G1"
"26495","ENSG00000237621","OR9A1P"
"26496","ENSG00000170683","OR10A3"
"26496","ENSG00000273953","OR10A3"
"26496","ENSG00000281680","OR10A3"
"26497","ENSG00000197309","OR10D3"
"26499","ENSG00000100558","PLEK2"
"26502","ENSG00000141562","NARF"
"26503","ENSG00000119899","SLC17A5"
"26504","ENSG00000158158","CNNM4"
"26505","ENSG00000168763","CNNM3"
"26507","ENSG00000119946","CNNM1"
"26508","ENSG00000163909","HEYL"
"26509","ENSG00000138119","MYOF"
"26511","ENSG00000109220","CHIC2"
"26512","ENSG00000102786","INTS6"
"26514","ENSG00000237049","RPL34P1"
"26515","ENSG00000132286","TIMM10B"
"26517","ENSG00000099800","TIMM13"
"26519","ENSG00000134809","TIMM10"
"26520","ENSG00000100575","TIMM9"
"26521","ENSG00000150779","TIMM8B"
"26523","ENSG00000092847","AGO1"
"26524","ENSG00000150457","LATS2"
"26525","ENSG00000136695","IL36RN"
"26526","ENSG00000130167","TSPAN16"
"26528","ENSG00000071626","DAZAP1"
"26529","ENSG00000280236","OR12D2"
"26529","ENSG00000235966","OR12D2"
"26529","ENSG00000204690","OR12D2"
"26529","ENSG00000233481","OR12D2"
"26529","ENSG00000225247","OR12D2"
"26529","ENSG00000227446","OR12D2"
"26530","ENSG00000251547","OR12D1"
"26530","ENSG00000249571","OR12D1"
"26530","ENSG00000248182","OR12D1"
"26530","ENSG00000249030","OR12D1"
"26530","ENSG00000250294","OR12D1"
"26530","ENSG00000249103","OR12D1"
"26530","ENSG00000251608","OR12D1"
"26531","ENSG00000204694","OR11A1"
"26531","ENSG00000223898","OR11A1"
"26531","ENSG00000237258","OR11A1"
"26531","ENSG00000232289","OR11A1"
"26531","ENSG00000230780","OR11A1"
"26531","ENSG00000206517","OR11A1"
"26531","ENSG00000206472","OR11A1"
"26531","ENSG00000234347","OR11A1"
"26532","ENSG00000171936","OR10H3"
"26533","ENSG00000169208","OR10G3"
"26534","ENSG00000255582","OR10G2"
"26538","ENSG00000171942","OR10H2"
"26539","ENSG00000186723","OR10H1"
"26540","ENSG00000273586","OR10G1P"
"26541","ENSG00000196403","OR10D1P"
"26548","ENSG00000147166","ITGB1BP2"
"26574","ENSG00000275700","AATF"
"26574","ENSG00000276072","AATF"
"26575","ENSG00000091844","RGS17"
"26576","ENSG00000184343","SRPK3"
"26577","ENSG00000163710","PCOLCE2"
"26578","ENSG00000134996","OSTF1"
"26579","ENSG00000172927","MYEOV"
"26580","ENSG00000168000","BSCL2"
"26583","ENSG00000281720","DUX4L8"
"26585","ENSG00000166923","GREM1"
"26585","ENSG00000276886","GREM1"
"26585","ENSG00000282046","GREM1"
"26586","ENSG00000136108","CKAP2"
"26589","ENSG00000259494","MRPL46"
"26591","ENSG00000255225","OR8B6P"
"26592","ENSG00000255030","OR8B5P"
"26595","ENSG00000284680","OR8B2"
"26608","ENSG00000106638","TBL2"
"26609","ENSG00000182583","VCX"
"26610","ENSG00000109911","ELP4"
"26628","ENSG00000290965","OR7E47P"
"26637","ENSG00000205240","OR7E36P"
"26644","ENSG00000243429","OR7E29P"
"26645","ENSG00000251491","OR7E28P"
"26647","ENSG00000187847","OR7E25P"
"26648","ENSG00000237521","OR7E24"
"26651","ENSG00000225980","OR7E19P"
"26658","ENSG00000127529","OR7C2"
"26659","ENSG00000188269","OR7A5"
"26664","ENSG00000127530","OR7C1"
"26669","ENSG00000198367","OR7A11P"
"26679","ENSG00000282137","OR4G3P"
"26681","ENSG00000267310","OR4G1P"
"26682","ENSG00000177693","OR4F4"
"26683","ENSG00000230178","OR4F3"
"26685","ENSG00000220212","OR4F1P"
"26686","ENSG00000221977","OR4E2"
"26687","ENSG00000276240","OR4E1"
"26689","ENSG00000141194","OR4D1"
"26690","ENSG00000255514","OR4B2P"
"26692","ENSG00000204704","OR2W1"
"26692","ENSG00000228652","OR2W1"
"26692","ENSG00000234101","OR2W1"
"26692","ENSG00000226463","OR2W1"
"26692","ENSG00000227639","OR2W1"
"26692","ENSG00000228977","OR2W1"
"26692","ENSG00000229328","OR2W1"
"26692","ENSG00000206525","OR2W1"
"26693","ENSG00000185372","OR2V1"
"26694","ENSG00000242524","OR2U2P"
"26695","ENSG00000204697","OR2U1P"
"26696","ENSG00000175143","OR2T1"
"26696","ENSG00000273508","OR2T1"
"26696","ENSG00000275244","OR2T1"
"26701","ENSG00000203492","OR2N1P"
"26707","ENSG00000204700","OR2J2"
"26707","ENSG00000196231","OR2J2"
"26707","ENSG00000225550","OR2J2"
"26707","ENSG00000226347","OR2J2"
"26707","ENSG00000226000","OR2J2"
"26707","ENSG00000232945","OR2J2"
"26707","ENSG00000234746","OR2J2"
"26707","ENSG00000231676","OR2J2"
"26716","ENSG00000204688","OR2H1"
"26716","ENSG00000206471","OR2H1"
"26716","ENSG00000229125","OR2H1"
"26716","ENSG00000206516","OR2H1"
"26716","ENSG00000224395","OR2H1"
"26716","ENSG00000229408","OR2H1"
"26716","ENSG00000235132","OR2H1"
"26716","ENSG00000232984","OR2H1"
"26717","ENSG00000213911","OR2G1P"
"26735","ENSG00000171481","OR1L3"
"26737","ENSG00000173679","OR1L1"
"26740","ENSG00000197233","OR1J2"
"26742","ENSG00000228914","OR1H1P"
"26747","ENSG00000083635","NUFIP1"
"26748","ENSG00000236362","GAGE12I"
"26748","ENSG00000215269","GAGE12I"
"26749","ENSG00000189064","GAGE2E"
"26750","ENSG00000136643","RPS6KC1"
"26751","ENSG00000035115","SH3YL1"
"26762","ENSG00000113249","HAVCR1"
"26765","ENSG00000209042","SNORD12C"
"26766","ENSG00000199212","RNU105C"
"26767","ENSG00000201348","RNU105B"
"26768","ENSG00000200087","SNORA73B"
"26771","ENSG00000207500","SNORD102"
"26772","ENSG00000238597","SNORD4B"
"26773","ENSG00000238578","SNORD4A"
"26775","ENSG00000207067","SNORA72"
"26777","ENSG00000225091","SNORA71A"
"26778","ENSG00000207165","SNORA70"
"26779","ENSG00000206622","SNORA69"
"26780","ENSG00000207166","SNORA68"
"26781","ENSG00000277985","SNORA67"
"26782","ENSG00000207523","SNORA66"
"26783","ENSG00000201302","SNORA65"
"26784","ENSG00000207405","SNORA64"
"26785","ENSG00000206989","SNORD63"
"26786","ENSG00000235284","SNORD62A"
"26787","ENSG00000206979","SNORD61"
"26788","ENSG00000206630","SNORD60"
"26789","ENSG00000207031","SNORD59A"
"26790","ENSG00000271982","SNORD58B"
"26791","ENSG00000206602","SNORD58A"
"26792","ENSG00000226572","SNORD57"
"26793","ENSG00000229686","SNORD56"
"26795","ENSG00000238650","SNORD54"
"26796","ENSG00000265145","SNORD53"
"26797","ENSG00000201754","SNORD52"
"26797","ENSG00000266300","SNORD52"
"26797","ENSG00000263362","SNORD52"
"26797","ENSG00000265707","SNORD52"
"26797","ENSG00000265156","SNORD52"
"26798","ENSG00000207047","SNORD51"
"26800","ENSG00000277370","SNORD49A"
"26801","ENSG00000201823","SNORD48"
"26801","ENSG00000263864","SNORD48"
"26801","ENSG00000264202","SNORD48"
"26801","ENSG00000264086","SNORD48"
"26801","ENSG00000265732","SNORD48"
"26804","ENSG00000201487","SNORD45B"
"26805","ENSG00000207241","SNORD45A"
"26807","ENSG00000263764","SNORD43"
"26808","ENSG00000238423","SNORD42B"
"26809","ENSG00000238649","SNORD42A"
"26810","ENSG00000209702","SNORD41"
"26811","ENSG00000264294","SNORD55"
"26812","ENSG00000206775","SNORD37"
"26813","ENSG00000252542","SNORD36C"
"26813","ENSG00000281541","SNORD36C"
"26814","ENSG00000200831","SNORD36B"
"26815","ENSG00000199744","SNORD36A"
"26815","ENSG00000281907","SNORD36A"
"26816","ENSG00000200259","SNORD35A"
"26817","ENSG00000202503","SNORD34"
